City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
620,Buala,SB,85.37,light rain,-8.145,159.5921,Maringe Lagoon Lodge
621,Boueni,YT,78.78,moderate rain,-12.9025,45.0761,The feet in water
622,Buriti Alegre,BR,65.95,overcast clouds,-18.14,-49.0403,Andrey Hotel Churrascaria
631,Amarante Do Maranhao,BR,70.59,overcast clouds,-5.5667,-46.7422,Hotéis Caçulinha
633,Kindia,GN,67.48,few clouds,10.0569,-12.8658,LES EAUX DE KILISSI
635,Port Hueneme,US,65.88,mist,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
636,Amli,IN,63.7,clear sky,20.2833,73.0167,Hotel Soubhagya Inn
638,Alta Floresta,BR,68.27,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
639,Alegrete,BR,71.15,clear sky,-29.7831,-55.7919,Hotel Alegrete
640,Sijunjung,ID,79.75,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
642,Belem De Sao Francisco,BR,77.2,moderate rain,-8.7539,-38.9658,Village Hotel
644,Leogane,HT,75.4,scattered clouds,18.5108,-72.6339,Family Health Ministries Guest House
646,Kango,GA,74.73,overcast clouds,0.1943,10.0951,Hôtel Bar Restaurant Le Bercail
647,Puerto Santander,CO,74.61,scattered clouds,8.3636,-72.4063,Hotel Toronto
649,Pho Chai,TH,86.09,clear sky,16.3283,103.7703,ก๊อฟคุงยางมือสอง
654,Muisne,EC,75.52,light rain,0.6,-80.0333,Quinta Samay
655,Maragogi,BR,77.68,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
657,Waingapu,ID,85.05,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
661,Rabo De Peixe,PT,60.28,broken clouds,37.8,-25.5833,Quinta das Giestas
662,Moranbah,AU,94.93,few clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
675,Lazaro Cardenas,MX,74.8,few clouds,17.9583,-102.2,quinta antigua
677,Puerto Narino,CO,75.15,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
678,Srandakan,ID,85.41,overcast clouds,-7.9386,110.2506,Puri Brata
680,Guarapari,BR,73.89,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
681,Shenzhen,CN,69.85,overcast clouds,22.5455,114.0683,Shenzhen Shanghai Hotel
682,Dwarka,IN,66.76,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
684,Amnat Charoen,TH,81.39,clear sky,15.9167,104.75,หอพักนักศึกษา
685,Kirakira,SB,85.15,light rain,-10.4544,161.9205,SanBiz Lodge
686,Banda Aceh,ID,81.73,overcast clouds,5.5577,95.3222,Sulthan Hotel International
687,Makokou,GA,70.86,light rain,0.5738,12.8642,Motel des voyageurs
690,Bundaberg,AU,86.29,broken clouds,-24.85,152.35,Takalvan Motel
691,Umarkot,PK,61.34,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
694,Srisailam,IN,75.34,broken clouds,16.0833,78.8667,Vasavi Satram
695,Faaa,PF,80.56,broken clouds,-17.55,-149.6,Tahiti Nui Hotel
696,Kovur,IN,79.66,few clouds,14.4833,79.9833,Hotel Yesh Park
702,Trelew,AR,67.98,clear sky,-43.249,-65.3051,Hotel Touring Club
705,Mogadishu,SO,77.0,broken clouds,2.0371,45.3438,Hotel Juba
706,Hue,VN,80.71,scattered clouds,16.4667,107.6,Saigon Morin Hotel
